# Pathway	ENRIQ_10_S11_L001_Abundance	ENRIQ_11_S12_L001_Abundance	ENRIQ_12_S13_L001_Abundance	ENRIQ_13_S14_L001_Abundance	ENRIQ_14_S15_L001_Abundance	ENRIQ_15_S16_L001_Abundance	ENRIQ_16_S17_L001_Abundance	ENRIQ_17_S18_L001_Abundance	ENRIQ_18_S19_L001_Abundance	ENRIQ_19_S20_L001_Abundance	ENRIQ_1_S2_L001_Abundance	ENRIQ_20_S21_L001_Abundance	ENRIQ_21_S22_L001_Abundance	ENRIQ_22_S23_L001_Abundance	ENRIQ_23_S24_L001_Abundance	ENRIQ_24_S25_L001_Abundance	ENRIQ_25_S26_L001_Abundance	ENRIQ_26_S27_L001_Abundance	ENRIQ_27_S28_L001_Abundance	ENRIQ_28_S29_L001_Abundance	ENRIQ_29_S30_L001_Abundance	ENRIQ_2_S3_L001_Abundance	ENRIQ_30_S31_L001_Abundance	ENRIQ_31_S32_L001_Abundance	ENRIQ_32_S33_L001_Abundance	ENRIQ_33_S34_L001_Abundance	ENRIQ_34_S35_L001_Abundance	ENRIQ_35_S36_L001_Abundance	ENRIQ_36_S37_L001_Abundance	ENRIQ_37_S38_L001_Abundance	ENRIQ_38_S39_L001_Abundance	ENRIQ_39_S40_L001_Abundance	ENRIQ_3_S4_L001_Abundance	ENRIQ_40_S41_L001_Abundance	ENRIQ_41_S42_L001_Abundance	ENRIQ_42_S43_L001_Abundance	ENRIQ_43_S44_L001_Abundance	ENRIQ_44_S45_L001_Abundance	ENRIQ_45_S46_L001_Abundance	ENRIQ_46_S47_L001_Abundance	ENRIQ_47_S48_L001_Abundance	ENRIQ_48_S49_L001_Abundance	ENRIQ_49_S50_L001_Abundance	ENRIQ_4_S5_L001_Abundance	ENRIQ_50_S51_L001_Abundance	ENRIQ_51_S52_L001_Abundance	ENRIQ_52_S53_L001_Abundance	ENRIQ_53_S54_L001_Abundance	ENRIQ_54_S55_L001_Abundance	ENRIQ_55_S56_L001_Abundance	ENRIQ_56_S57_L001_Abundance	ENRIQ_57_S58_L001_Abundance	ENRIQ_58_S59_L001_Abundance	ENRIQ_59_S60_L001_Abundance	ENRIQ_5_S6_L001_Abundance	ENRIQ_60_S61_L001_Abundance	ENRIQ_61_S62_L001_Abundance	ENRIQ_62_S63_L001_Abundance	ENRIQ_6_S7_L001_Abundance	ENRIQ_7_S8_L001_Abundance	ENRIQ_8_S9_L001_Abundance	ENRIQ_9_S10_L001_Abundance
UNMAPPED	392070	442076	380562	316379	391394	302232	386155	364170	331703	348605	410433	335061	372915	397661	378147	350827	300433	506429	295375	354650	375953	479193	385316	419378	333062	330989	317009	346515	293719	350490	397307	284989	465419	121553	135652	147692	334788	218249	304044	141406	147260	140582	292822	448511	233424	263861	153367	153257	116101	217918	257047	290286	138817	142531	467123	222254	464529	509130	450234	468059	472335	341506
UNINTEGRATED	568264	521761	577620	634698	565474	646484	571558	591038	619771	601729	551533	613094	580456	559059	577431	600260	649442	463790	651730	598537	578904	489439	573413	538207	618081	618252	632646	606069	653067	602041	559449	658878	501724	801025	789678	779047	614421	717523	640022	786877	778844	786621	650949	517520	705627	679486	775017	774669	804731	715731	683829	653289	785580	782404	499363	713954	501267	460967	515352	500593	495310	613353
1CMET2-PWY: folate transformations III (E. coli)	308.428	249.85	321.095	308.68	286.703	298.645	262.668	280.541	299.883	313.098	276.693	332.392	276.93	278.675	288.439	301.227	309.114	95.5244	320.612	326.817	300.59	264.534	253.538	273.105	338.776	319.86	313.079	301.187	346.182	272.133	198.226	279.602	240.247	257.906	276.884	284.522	324.675	307.723	269.536	230.824	241.812	263.781	253.894	246.049	290.09	294.347	232.424	250.717	241.587	253.742	293.226	275.099	259.65	261.279	301.822	260.834	256.535	225.85	279.353	245.127	271.954	356.775
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation	0	0	0	6.58898	0	13.5686	0	9.67635	8.13911	7.86893	0	0	0	0	5.59873	2.53996	5.3474	0	13.9362	0	6.08064	0	0	0	4.73929	6.77552	3.01316	2.01111	7.93462	12.4136	0	26.157	0	78.7219	75.6116	65.7255	9.15267	27.283	18.6732	77.6772	68.9928	68.6499	37.5937	0	36.5292	25.6479	66.3357	66.0201	91.5101	68.5162	33.7469	29.8805	75.8479	78.7016	0	47.5491	0	0	0	0	0	0
AEROBACTINSYN-PWY: aerobactin biosynthesis	0	0	0	0	0	0	0	0	5.06065	0	0	0	0	0	0	0	4.31002	0	5.30101	0	0	0	0	0	0	0	0	0	0	0	0	13.7029	0	18.3243	22.5449	17.3512	0	11.9595	10.0515	16.6148	14.5781	11.2335	15.8244	0	10.888	9.07875	12.9111	15.3272	20.5548	12.3535	10.3467	7.97947	16.6338	16.4592	0	14.4806	0	0	0	0	0	0
ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast	0	0	0	22.2479	39.5546	28.9351	19.1384	22.4313	12.8244	12.5214	0	25.8575	27.1097	14.7146	16.6647	20.3403	27.9845	16.233	29.5121	9.31719	12.1558	0	11.5181	6.03401	16.5358	14.2504	5.61059	13.2632	7.93668	42.5872	0	40.297	0	14.8081	6.77971	5.09576	13.3052	41.4654	32.1025	8.12419	0	11.5737	53.5826	0	32.5034	27.9624	0	5.06224	11.8425	16.9763	48.3991	28.9618	14.8735	4.76389	0	25.5243	0	0	0	0	0	0
ANAEROFRUCAT-PWY: homolactic fermentation	226.859	212.886	224.873	285.882	259.729	282.384	273.879	275.472	296.634	311.965	222.204	331.874	305.875	261.161	295.893	345.014	280.636	175.993	304.123	312.493	243.884	206.152	248.748	288.384	327.732	318.997	329.613	295.586	343.807	304.93	166.179	262.598	174.625	315.998	340.621	335.341	312.14	312.177	274.405	324.085	308.013	326.36	281.895	188.031	290.018	269.257	304.927	318.748	309.865	274.922	274.924	303.814	328.46	340.754	189.321	287.165	207.317	196.099	176.016	177.289	223.317	257.104
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	402.972	381.615	420.411	363.497	328.298	363.44	347.015	342.915	380.392	385.385	394.107	399.883	365.763	333.522	339.452	405.03	387.702	262.083	379.072	392.638	321.06	348.935	309.983	356.645	396.155	391.002	391.313	361.8	409.56	368.454	204.251	337.069	354.923	378.877	385.43	387.197	388.04	381.396	347.184	382.001	385.473	379.814	342.887	326.242	355.463	343.525	406.139	377.937	406.449	340.439	341.133	363.195	384.992	397.733	370.858	356.484	290.6	324.654	386.685	314.677	314.027	470.688
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	30.5534	24.5993	0	147.727	141.955	149.088	92.9359	156.629	122.235	91.3027	0	114.868	104.301	87.6025	112.074	127.155	137.428	112.834	156.584	126.13	104.728	0	97.5648	91.6388	127.209	123.551	117.252	112.696	130.43	173.207	156.925	191.665	0	336.029	289.184	282.287	164.965	254.457	191.567	275.503	295.337	273.437	227.431	0	224.249	219.371	243.115	273.05	361.588	290.513	222.901	199.694	295.46	302.405	45.7871	244.792	41.3113	0	0	0	0	30.5925
ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	0	0	0	12.2372	15.1364	6.39718	7.13616	7.5849	5.54637	7.00215	0	13.0377	5.88908	0	0	10.6955	5.21211	0	6.1183	0	8.29065	0	0	0	3.88711	11.7922	5.69697	0	6.52724	8.47798	0	34.3934	0	85.0134	119.816	78.9514	5.56718	29.7574	11.2801	91.6597	133.657	81.6871	15.1442	0	35.5574	30.3495	99.931	104.875	74.1674	67.5028	40.8539	7.36572	97.601	93.6635	0	66.7325	0	0	0	0	0	0
