# Pathway	ENRIQ_10_S11_L001_Coverage	ENRIQ_11_S12_L001_Coverage	ENRIQ_12_S13_L001_Coverage	ENRIQ_13_S14_L001_Coverage	ENRIQ_14_S15_L001_Coverage	ENRIQ_15_S16_L001_Coverage	ENRIQ_16_S17_L001_Coverage	ENRIQ_17_S18_L001_Coverage	ENRIQ_18_S19_L001_Coverage	ENRIQ_19_S20_L001_Coverage	ENRIQ_1_S2_L001_Coverage	ENRIQ_20_S21_L001_Coverage	ENRIQ_21_S22_L001_Coverage	ENRIQ_22_S23_L001_Coverage	ENRIQ_23_S24_L001_Coverage	ENRIQ_24_S25_L001_Coverage	ENRIQ_25_S26_L001_Coverage	ENRIQ_26_S27_L001_Coverage	ENRIQ_27_S28_L001_Coverage	ENRIQ_28_S29_L001_Coverage	ENRIQ_29_S30_L001_Coverage	ENRIQ_2_S3_L001_Coverage	ENRIQ_30_S31_L001_Coverage	ENRIQ_31_S32_L001_Coverage	ENRIQ_32_S33_L001_Coverage	ENRIQ_33_S34_L001_Coverage	ENRIQ_34_S35_L001_Coverage	ENRIQ_35_S36_L001_Coverage	ENRIQ_36_S37_L001_Coverage	ENRIQ_37_S38_L001_Coverage	ENRIQ_38_S39_L001_Coverage	ENRIQ_39_S40_L001_Coverage	ENRIQ_3_S4_L001_Coverage	ENRIQ_40_S41_L001_Coverage	ENRIQ_41_S42_L001_Coverage	ENRIQ_42_S43_L001_Coverage	ENRIQ_43_S44_L001_Coverage	ENRIQ_44_S45_L001_Coverage	ENRIQ_45_S46_L001_Coverage	ENRIQ_46_S47_L001_Coverage	ENRIQ_47_S48_L001_Coverage	ENRIQ_48_S49_L001_Coverage	ENRIQ_49_S50_L001_Coverage	ENRIQ_4_S5_L001_Coverage	ENRIQ_50_S51_L001_Coverage	ENRIQ_51_S52_L001_Coverage	ENRIQ_52_S53_L001_Coverage	ENRIQ_53_S54_L001_Coverage	ENRIQ_54_S55_L001_Coverage	ENRIQ_55_S56_L001_Coverage	ENRIQ_56_S57_L001_Coverage	ENRIQ_57_S58_L001_Coverage	ENRIQ_58_S59_L001_Coverage	ENRIQ_59_S60_L001_Coverage	ENRIQ_5_S6_L001_Coverage	ENRIQ_60_S61_L001_Coverage	ENRIQ_61_S62_L001_Coverage	ENRIQ_62_S63_L001_Coverage	ENRIQ_6_S7_L001_Coverage	ENRIQ_7_S8_L001_Coverage	ENRIQ_8_S9_L001_Coverage	ENRIQ_9_S10_L001_Coverage
UNMAPPED	17721.3	19165.9	18355.4	12074.6	12246.9	12008.1	13098.8	12778.7	11628	10799.6	17299.1	11130.1	10902.9	11939.2	11905	12099.9	11218.5	13244.1	11022.7	11940.9	11772.7	21340.4	12545.5	12999.5	10882.6	10019.9	10805.6	10994.4	10071.3	11090	13486.1	13129	21825	17220.6	17570.5	16512.1	11167.3	12845.7	12915.1	17707.9	18915.7	17252.5	13331.5	19089.4	12659.7	11926.3	18145.8	17087.3	16651.3	14823	12587.2	12218	17929.1	18288.3	18395.3	15830.5	18549	20185.1	20953.7	23334.7	22533.4	16561.8
UNINTEGRATED	17721.3	19165.9	18355.4	12074.6	12246.9	12008.1	13098.8	12778.7	11628	10799.6	17299.1	11130.1	10902.9	11939.2	11905	12099.9	11218.5	13244.1	11022.7	11940.9	11772.7	21340.4	12545.5	12999.5	10882.6	10019.9	10805.6	10994.4	10071.3	11090	13486.1	13129	21825	17220.6	17570.5	16512.1	11167.3	12845.7	12915.1	17707.9	18915.7	17252.5	13331.5	19089.4	12659.7	11926.3	18145.8	17087.3	16651.3	14823	12587.2	12218	17929.1	18288.3	18395.3	15830.5	18549	20185.1	20953.7	23334.7	22533.4	16561.8
UNINTEGRATED|g__Agathobaculum.s__Agathobaculum_butyriciproducens	0	0	0	0	0	0	0	0	0	0	0	11130.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10071.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20185.1	0	0	0	0
UNINTEGRATED|g__Akkermansia.s__Akkermansia_muciniphila	17721.3	19165.9	18355.4	12074.6	12246.9	12008.1	0	12778.7	11628	0	0	11130.1	10902.9	0	0	0	11218.5	0	11022.7	11940.9	0	0	0	0	10882.6	10019.9	10805.6	10994.4	10071.3	0	0	0	0	0	0	16512.1	11167.3	12845.7	0	0	0	0	0	0	12659.7	11926.3	0	0	0	0	0	0	0	0	18395.3	0	0	0	20953.7	0	0	16561.8
UNINTEGRATED|g__Alistipes.s__Alistipes_finegoldii	17721.3	0	0	12074.6	0	12008.1	0	0	11628	0	0	0	0	0	0	0	11218.5	0	11022.7	11940.9	11772.7	0	12545.5	12999.5	10882.6	10019.9	10805.6	10994.4	10071.3	11090	0	13129	0	0	17570.5	16512.1	11167.3	12845.7	12915.1	0	0	17252.5	13331.5	0	12659.7	11926.3	0	17087.3	0	14823	12587.2	12218	0	18288.3	0	0	0	0	20953.7	0	0	16561.8
UNINTEGRATED|g__Alistipes.s__Alistipes_onderdonkii	0	0	0	12074.6	0	0	0	0	11628	0	0	0	0	0	0	0	11218.5	0	11022.7	11940.9	11772.7	0	12545.5	12999.5	10882.6	10019.9	10805.6	10994.4	10071.3	11090	0	13129	0	0	17570.5	16512.1	11167.3	12845.7	12915.1	0	0	17252.5	13331.5	0	12659.7	11926.3	0	17087.3	0	0	12587.2	12218	0	0	0	0	0	0	0	0	0	16561.8
UNINTEGRATED|g__Alistipes.s__Alistipes_putredinis	17721.3	19165.9	18355.4	12074.6	0	12008.1	0	12778.7	11628	10799.6	17299.1	11130.1	0	11939.2	0	12099.9	11218.5	0	11022.7	11940.9	11772.7	0	12545.5	12999.5	10882.6	10019.9	10805.6	10994.4	10071.3	11090	0	13129	21825	17220.6	17570.5	16512.1	11167.3	12845.7	12915.1	0	18915.7	0	13331.5	19089.4	12659.7	11926.3	0	0	16651.3	14823	12587.2	12218	0	0	0	0	18549	20185.1	20953.7	0	22533.4	16561.8
UNINTEGRATED|g__Alistipes.s__Alistipes_shahii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11218.5	0	11022.7	0	0	0	0	0	10882.6	10019.9	10805.6	0	0	0	0	0	0	0	0	0	0	12845.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Alistipes.s__Alistipes_timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11218.5	0	0	0	0	0	0	0	10882.6	0	0	0	0	0	0	0	0	0	0	0	0	12845.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Anaerostipes.s__Anaerostipes_hadrus	17721.3	0	18355.4	0	0	0	0	0	0	0	17299.1	0	0	0	0	0	11218.5	0	11022.7	0	0	0	0	0	0	10019.9	10805.6	0	10071.3	0	0	0	0	0	0	0	0	12845.7	0	0	0	0	0	19089.4	0	0	0	0	0	0	0	0	0	0	0	0	18549	0	0	0	0	16561.8
