# Pathway	ENRIQ_10_S11_L001_Abundance	ENRIQ_11_S12_L001_Abundance	ENRIQ_12_S13_L001_Abundance	ENRIQ_13_S14_L001_Abundance	ENRIQ_14_S15_L001_Abundance	ENRIQ_15_S16_L001_Abundance	ENRIQ_16_S17_L001_Abundance	ENRIQ_17_S18_L001_Abundance	ENRIQ_18_S19_L001_Abundance	ENRIQ_19_S20_L001_Abundance	ENRIQ_1_S2_L001_Abundance	ENRIQ_20_S21_L001_Abundance	ENRIQ_21_S22_L001_Abundance	ENRIQ_22_S23_L001_Abundance	ENRIQ_23_S24_L001_Abundance	ENRIQ_24_S25_L001_Abundance	ENRIQ_25_S26_L001_Abundance	ENRIQ_26_S27_L001_Abundance	ENRIQ_27_S28_L001_Abundance	ENRIQ_28_S29_L001_Abundance	ENRIQ_29_S30_L001_Abundance	ENRIQ_2_S3_L001_Abundance	ENRIQ_30_S31_L001_Abundance	ENRIQ_31_S32_L001_Abundance	ENRIQ_32_S33_L001_Abundance	ENRIQ_33_S34_L001_Abundance	ENRIQ_34_S35_L001_Abundance	ENRIQ_35_S36_L001_Abundance	ENRIQ_36_S37_L001_Abundance	ENRIQ_37_S38_L001_Abundance	ENRIQ_38_S39_L001_Abundance	ENRIQ_39_S40_L001_Abundance	ENRIQ_3_S4_L001_Abundance	ENRIQ_40_S41_L001_Abundance	ENRIQ_41_S42_L001_Abundance	ENRIQ_42_S43_L001_Abundance	ENRIQ_43_S44_L001_Abundance	ENRIQ_44_S45_L001_Abundance	ENRIQ_45_S46_L001_Abundance	ENRIQ_46_S47_L001_Abundance	ENRIQ_47_S48_L001_Abundance	ENRIQ_48_S49_L001_Abundance	ENRIQ_49_S50_L001_Abundance	ENRIQ_4_S5_L001_Abundance	ENRIQ_50_S51_L001_Abundance	ENRIQ_51_S52_L001_Abundance	ENRIQ_52_S53_L001_Abundance	ENRIQ_53_S54_L001_Abundance	ENRIQ_54_S55_L001_Abundance	ENRIQ_55_S56_L001_Abundance	ENRIQ_56_S57_L001_Abundance	ENRIQ_57_S58_L001_Abundance	ENRIQ_58_S59_L001_Abundance	ENRIQ_59_S60_L001_Abundance	ENRIQ_5_S6_L001_Abundance	ENRIQ_60_S61_L001_Abundance	ENRIQ_61_S62_L001_Abundance	ENRIQ_62_S63_L001_Abundance	ENRIQ_6_S7_L001_Abundance	ENRIQ_7_S8_L001_Abundance	ENRIQ_8_S9_L001_Abundance	ENRIQ_9_S10_L001_Abundance
UNMAPPED	756828.9430172610	564774.1952492946	806106.0453021725	779039.2753046502	421795.4627700184	676431.9900402605	499194.1974645467	545435.7120055251	779677.2976290373	717721.4772863077	599696.8701111641	853934.8382628240	578703.3388981991	491523.1490325716	516641.8887201258	576039.1122411271	989694.1180553492	264554.3756052888	1200122.7516277567	760701.5033067054	699251.1179954382	386306.7462492369	494022.5560127200	576478.3740221689	836876.5108066758	790728.0920969694	977538.0212060399	774279.4584648071	1370939.6077797983	532104.7581126582	241051.5553555482	610489.9374752578	478685.6649204039	540678.2961672298	599636.3876737894	701501.8023355014	925954.3237344850	1430362.4259679643	574844.7528650925	335869.8458364946	492780.9140328179	479401.9272712120	454191.8169057622	471718.2046630259	900175.6811957390	851648.5044921396	399682.0595134437	489850.2146358888	631698.4563133329	553238.1804706582	709306.1776163228	718765.1529930488	466319.5212388044	517054.6103055731	436694.2405975942	338069.7826265800	520339.3370280701	418540.9974359701	485369.9987036462	437957.1328287778	420734.7664256393	1025234.8027145424
UNINTEGRATED	1096944.8451523073	666576.5262413529	1223513.5511529208	1562857.7449786766	609397.2122111912	1446907.9243723864	738869.2960464448	885228.3617984571	1456788.2691351771	1238861.1204980866	805861.3071114407	1562529.5742351040	900774.2721255835	691016.9770230971	788913.3254923135	985594.8710691637	2139407.3676767540	242280.0284626091	2648008.3109621489	1283822.9589561117	1076727.8563483381	394566.7176198859	735186.4095724130	739820.4904601973	1553036.1724328299	1476994.9759754338	1950847.1438113402	1354248.4815457582	3048199.3414461957	914001.0114364557	339425.2689781195	1411414.5839271464	516025.0535311325	3563015.8260487560	3490698.6238280465	3700293.7978179557	1699361.1568443771	4702502.4182398496	1210066.0159951919	1868997.1976488573	2606278.2870908752	2682466.2858807156	1009675.6269058866	544297.2662462686	2721182.0117178401	2193136.6642530640	2019729.1075615631	2476042.1668275278	4378501.6963330749	1817058.1604795896	1886988.1503146971	1617581.3626647622	2638946.8602773100	2838292.3032175968	466833.9914344563	1085993.8443684054	561490.1797924131	378947.5019049031	555569.7126396582	468399.0787769668	441199.5040969084	1841345.1920175680
UNINTEGRATED|g__Agathobaculum.s__Agathobaculum_butyriciproducens	0	0	0	0	0	0	0	0	0	0	0	2627.0409848480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5347.4780314703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1853.9718033117	0	0	0	0
UNINTEGRATED|g__Akkermansia.s__Akkermansia_muciniphila	5186.2952910419	2978.4379276227	6593.1951519979	4867.8162939858	1306.9804060874	4202.0148605874	0	2902.7320296719	9185.5619952452	0	0	5076.1085328837	2207.6359516115	0	0	0	9816.1803719592	0	8196.9371606036	4256.1643491714	0	0	0	0	5381.5958180003	4309.1416640610	8548.3510281598	4149.7945491941	14581.8713277652	0	0	0	0	0	0	1873.7382956363	6687.8847529027	7212.7880934080	0	0	0	0	0	0	3873.8365842831	3140.1229760487	0	0	0	0	0	0	0	0	1751.6637679245	0	0	0	2592.0273570033	0	0	10993.7219939774
UNINTEGRATED|g__Alistipes.s__Alistipes_finegoldii	1569.1234246829	0	0	1571.2149817810	0	1063.9551789506	0	0	1143.7003647356	0	0	0	0	0	0	0	9147.5211033630	0	10066.2340515291	3991.2380248765	4455.8410925450	0	1263.5353444842	970.9796156320	7341.3326190507	4583.7396213063	7344.7405217264	4624.5178696631	12731.8995764648	3907.8422377978	0	3754.4001446102	0	0	2300.8978587490	2641.2957225887	11539.1794889981	16175.4441962467	2370.7215009943	0	0	1801.6879691429	1548.6088629197	0	4686.7768817749	6846.1810781506	0	1698.7004398936	0	1025.6466263009	4235.9179371799	8966.1114832016	0	2407.2215640093	0	0	0	0	224.3229791823	0	0	2063.4492110021
UNINTEGRATED|g__Alistipes.s__Alistipes_onderdonkii	0	0	0	568.3252894353	0	0	0	0	482.2103118490	0	0	0	0	0	0	0	5451.2589927814	0	4258.4562936266	1345.7130061377	2081.1996842246	0	526.5606693698	582.6824941270	2408.2789801705	2756.1146023764	3016.1720111572	1517.3583792787	5478.0287983003	2185.0736413327	0	2432.6021635292	0	0	1295.9449890106	1783.0747955724	4329.1052146222	8464.2792231926	1295.1524435024	0	0	737.5606352835	787.2303840341	0	2363.0460742492	3147.3922195469	0	432.1234825174	0	0	2231.1152397145	4028.1277032133	0	0	0	0	0	0	0	0	0	1213.8802941671
UNINTEGRATED|g__Alistipes.s__Alistipes_putredinis	11178.7842219218	5828.5332359310	13828.1728952010	10889.0280491883	0	13651.0565340298	0	7436.9937278538	10078.3103839396	8773.3079163273	5838.4901661081	15228.0801828763	0	2213.1168631891	0	7579.5466169040	26337.1316703387	0	26121.3417959471	19968.1042501265	16003.7877088214	0	11613.7180883247	8310.8110959623	19024.1821995364	16902.3960626053	25135.4181006666	14652.1037579533	34342.9187173960	10429.1990433661	0	14725.1510746540	3091.6698621581	2074.8028596719	1643.0460247204	5958.6529230971	28947.0829883085	49497.8371068600	12487.3402372600	0	2004.1408172419	0	7393.1729082033	5246.5995836300	22881.2924899262	21758.3464163609	0	0	3308.2413183556	5644.2923843345	14634.6608376916	15510.4831887059	0	0	0	0	6486.6464629370	5488.7540217864	2481.0398641491	0	5361.6375359155	14168.8743624082
UNINTEGRATED|g__Alistipes.s__Alistipes_shahii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1788.6196658674	0	1320.7919355153	0	0	0	0	0	495.7852464467	417.3648940171	1272.6459935105	0	0	0	0	0	0	0	0	0	0	3127.7213172273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Alistipes.s__Alistipes_timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	801.6092875358	0	0	0	0	0	0	0	141.6451858300	0	0	0	0	0	0	0	0	0	0	0	0	698.4855896063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Anaerostipes.s__Anaerostipes_hadrus	6330.6000043780	0	7606.4775487682	0	0	0	0	0	0	0	3669.1988442926	0	0	0	0	0	6756.8157318433	0	3671.2224802821	0	0	0	0	0	0	2055.5818901150	3794.3568285693	0	8057.4395957080	0	0	0	0	0	0	0	0	1718.5053661243	0	0	0	0	0	4038.3697740569	0	0	0	0	0	0	0	0	0	0	0	0	2252.8468094370	0	0	0	0	14408.2809454290
UNINTEGRATED|g__Bacteroides.s__Bacteroides_caccae	4122.5072284230	2213.9852507540	3208.3658311894	4725.7434530416	0	3783.5827739007	0	2077.1772255167	2064.8975163188	4155.3962457662	2421.2863212962	2804.4380357026	700.7295122505	1006.9128296488	1707.6326857255	1834.2374065716	3941.2638685912	0	5441.0934811906	4505.5595467516	2425.7013921176	0	1701.2681522155	2856.5606640736	4960.2953658937	4308.5881232706	4062.6805742330	4367.9607936809	4476.2350497326	0	0	0	1497.6214308975	2453.6659487275	3871.4999178811	5724.0065599802	2465.2532392134	7117.2329246848	2421.5467101423	1719.1813553590	3339.3846942180	2826.5263340192	1130.2518480056	2062.3853578026	5689.8032952347	2796.3761357084	4609.0313297408	2657.5036133595	1805.9123472780	1384.2886510844	3820.0277760199	1653.0007657972	3326.9075428415	3028.5859027136	0	798.0519335921	2649.9712694433	1195.3845284499	0	1593.4259507895	0	6320.8517874972
UNINTEGRATED|g__Bacteroides.s__Bacteroides_cellulosilyticus	3148.1064867662	1747.8921074383	5193.1757412862	5566.0347011907	1358.8790922936	3166.6369140111	3849.7560034581	1041.8767379980	2920.8925745368	5629.5901890444	2703.6755334739	3168.4673001415	2570.2519000062	1806.1381648002	1557.5904180987	2138.3983330533	8314.1012862441	0	6844.7437168592	4443.5219818071	3231.2057110144	0	1230.9036383841	1280.5717806464	5298.6261403792	4113.6619158115	5832.3828556944	6486.0947531557	8048.2671222945	0	0	0	1890.9220331213	0	2344.1850979027	1956.7236752369	597.6873431049	2701.6739630432	0	0	1071.6414231518	0	0	1071.8555551143	0	975.9255318349	0	862.0854591143	0	0	980.1491436013	0	1185.9019683822	1079.0080225234	984.5637194312	0	3137.9799133474	0	1618.0284916738	1609.7015934733	4572.1858752194	6842.2479138803
UNINTEGRATED|g__Bacteroides.s__Bacteroides_dorei	16455.1461579051	8651.2347773795	17917.3227055558	17159.5034993647	4415.0029145353	11635.7518323051	6029.2484167962	8240.5185621973	12776.5957043200	10943.6616232217	9834.8201902947	15674.5842967433	9480.6309453088	6382.5271044354	5476.0967976581	9332.9737338271	19413.6497175100	1867.4055709209	17860.5800919977	10717.6900843348	11198.5781257624	4940.4578318796	7217.9403548089	6533.5630460353	16835.4426985345	12458.8325148699	14992.0407302518	12120.0050402093	24863.9350127293	3853.0766426824	792.4657021210	3498.6292559699	9136.6529184115	9689.6819281547	8899.8638396647	15255.4362887732	8835.4544003792	12439.4451692338	5697.5093888610	4592.1780233147	3643.4537321879	12569.1853886283	3374.8105854833	10763.9243959462	14370.4171613155	7931.1724467217	9624.6970930228	3455.9915085374	4077.3571931983	3430.5901508994	5953.3487760741	5325.9122282314	4934.4420202620	12288.2262147479	8735.9784651042	5558.0809872838	6050.8964676971	5807.8035354576	9652.3525118632	11861.6528318420	6288.0566857600	25395.7601958366
UNINTEGRATED|g__Bacteroides.s__Bacteroides_eggerthii	3827.9097565868	1850.5851674067	3754.3877207497	4552.7003756894	1103.0213940310	1842.9924535075	1271.8972337673	1946.5513194905	3426.3134410237	1443.3532165428	3072.2155353270	1370.1818855091	986.1290364908	0	1910.5399140960	0	3324.7903382645	0	3614.2411343099	2395.3432420878	1919.9711827248	2150.0502389794	1342.7102182270	1230.0203212332	2018.6204820151	2383.5190707923	2745.0167744476	1731.8375529657	5305.6189050059	615.9481284961	0	0	2600.5728656117	4580.2310874597	3201.6116346575	2192.0675543050	1796.9622696851	4914.7828416303	0	1578.6886536869	0	1496.1058369484	698.5254869118	578.1077655860	3099.3736654769	1804.9616328566	1260.4884879385	2270.5658397160	751.2557362312	815.6262770023	1375.8053614528	1186.9200255617	1510.6673447067	1009.7619516507	1531.3359480830	1655.5236955374	1903.4695365868	1436.1808212747	1943.7568603961	2341.5440275835	1560.5834637435	6141.0067050530
