feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Streptococcus_salivarius	strep_exposure	Y	3.69797759596278	0.160099018311754	12	12	5.22849481398528e-10	8.62701644307571e-08
Bifidobacterium_longum	strep_exposure	Y	-0.581259334976806	0.0805953858591019	12	12	2.8846978715452e-05	0.00237987574402479
Bifidobacterium_animalis	strep_exposure	Y	-0.567837519469915	0.0971330852761228	12	12	0.00016249271222071	0.00893709917213907
Lactobacillus_acidophilus	strep_exposure	Y	-0.894390113654834	0.199300533698194	12	12	0.00116515161190736	0.0480625039911788
Dorea_longicatena	strep_exposure	Y	0.21971118429317	0.0563593718804322	12	12	0.00296873649348706	0.0979683042850728
Bifidobacterium_bifidum	strep_exposure	Y	-0.453587441268002	0.120258000584229	12	12	0.00365082558263258	0.100397703522396
Prevotella_copri_clade_A	strep_exposure	Y	0.296328754191073	0.0810760607071386	12	12	0.00442591887748309	0.10432523068353
Roseburia_faecis	strep_exposure	Y	0.725752181179108	0.203782521527188	12	12	0.00516914252450554	0.106613564567927
Escherichia_coli	strep_exposure	Y	-0.627842919508833	0.195239602959153	12	12	0.00924140115683725	0.16942568787535
Faecalitalea_cylindroides	strep_exposure	Y	-0.374701692348476	0.134828193408036	12	12	0.0194805546152623	0.321429151151828
Bifidobacterium_adolescentis	strep_exposure	Y	-0.261851454811935	0.0991684546892803	12	12	0.0247139733822948	0.370709600734421
Bacteroides_xylanisolvens	strep_exposure	Y	-0.460334725515276	0.178102175080853	12	12	0.027197696063433	0.373968320872204
Dialister_hominis	strep_exposure	Y	-0.178236466176168	0.0720522987692303	12	12	0.0328952577686282	0.417516733217205
Parabacteroides_distasonis	strep_exposure	Y	-0.284891848075628	0.121412086880176	12	12	0.040884864769185	0.48185733477968
Clostridiaceae_bacterium	strep_exposure	Y	0.487501204482793	0.21695251708622	12	11	0.048422236057769	0.532644596635459
Phocaeicola_vulgatus	strep_exposure	Y	-0.185490376308832	0.0881132498303113	12	12	0.0615435549480426	0.597334503907473
Clostridia_bacterium	strep_exposure	Y	0.673530704785102	0.31803059919962	12	11	0.060244522844337	0.597334503907473
Bacteroides_uniformis	strep_exposure	Y	-0.167186397158773	0.0918755003197551	12	12	0.0988243485402957	0.66281881317721
Blautia_faecis	strep_exposure	Y	-0.118232634573997	0.0687163093603363	12	12	0.116061895421217	0.66281881317721
Coprococcus_eutactus	strep_exposure	Y	0.160681752281311	0.0860238830673619	12	12	0.0913264749095292	0.66281881317721
Alistipes_putredinis	strep_exposure	Y	-0.109504338437528	0.0669843940414272	12	12	0.133142505793271	0.66281881317721
Ruminococcus_bicirculans	strep_exposure	Y	0.38198010853272	0.248540937788634	12	11	0.155335367430545	0.66281881317721
Fusicatenibacter_saccharivorans	strep_exposure	Y	0.380544470287648	0.238284244360335	12	12	0.141345383797333	0.66281881317721
Anaerostipes_hadrus	strep_exposure	Y	0.335784052020898	0.209363555339572	12	11	0.139832652106062	0.66281881317721
Prevotella_copri_clade_C	strep_exposure	Y	0.479460086058097	0.27511306284777	12	11	0.111981485687187	0.66281881317721
Dorea_formicigenerans	strep_exposure	Y	0.405771825203789	0.241556568651554	12	11	0.123913600362024	0.66281881317721
GGB9642_SGB15119	strep_exposure	Y	0.922416393548056	0.583474277485206	12	6	0.144981341659917	0.66281881317721
Clostridia_unclassified_SGB6317	strep_exposure	Y	0.469708653158961	0.270087809002109	12	11	0.112648958375871	0.66281881317721
Adlercreutzia_equolifaciens	strep_exposure	Y	0.525688744418082	0.324308558350718	12	11	0.136094894611903	0.66281881317721
Bacteroidales_bacterium	strep_exposure	Y	1.10451789509051	0.609710830610138	12	11	0.100149766530765	0.66281881317721
Agathobaculum_butyriciproducens	strep_exposure	Y	0.993687738783138	0.648866458314783	12	8	0.156666264932795	0.66281881317721
Holdemanella_biformis	strep_exposure	Y	1.64706415746126	1.0664904070038	12	7	0.153529302853569	0.66281881317721
GGB781_SGB1024	strep_exposure	Y	1.66003580600345	0.967668116853904	12	9	0.117016829085261	0.66281881317721
Alistipes_communis	strep_exposure	Y	0.794866046761345	0.473193119842582	12	7	0.12391936294978	0.66281881317721
Butyricimonas_virosa	strep_exposure	Y	0.935394859424271	0.588240223183923	12	6	0.142883356598939	0.66281881317721
Fusobacterium_mortiferum	strep_exposure	Y	-1.18777943093265	0.762618650633828	12	7	0.150408355776659	0.66281881317721
GGB6547_SGB9247	strep_exposure	Y	1.37995441936464	0.835514616381076	12	8	0.129621040504964	0.66281881317721
Weissella_cibaria	strep_exposure	Y	1.00514202203451	0.578325845802615	12	8	0.112844852303613	0.66281881317721
Enorma_phocaeensis	strep_exposure	Y	1.0551856286496	0.578503673522343	12	4	0.0981349661005358	0.66281881317721
Catenibacterium_sp_AM22_15	strep_exposure	Y	-0.126032125220236	0.0839043997039866	12	12	0.163974855295016	0.676396278091942
Collinsella_aerofaciens	strep_exposure	Y	-0.135793174690755	0.104644183774541	12	12	0.223536517371242	0.689508964565735
Dialister_succinatiphilus	strep_exposure	Y	0.107947067013087	0.0795581436609433	12	12	0.204670930049476	0.689508964565735
Bacteroides_ovatus	strep_exposure	Y	-0.181299624715808	0.145026776183734	12	12	0.239721604187373	0.689508964565735
Bacteroides_stercoris	strep_exposure	Y	0.479539570286138	0.365506566492649	12	11	0.218842844481414	0.689508964565735
Faecalicatena_fissicatena	strep_exposure	Y	0.325351477546718	0.244985625951064	12	11	0.213677532308928	0.689508964565735
Eubacterium_ramulus	strep_exposure	Y	1.23361465019959	0.961422915461286	12	10	0.228391065620061	0.689508964565735
GGB4579_SGB6329	strep_exposure	Y	0.335935194733662	0.266764622032008	12	12	0.236523666438296	0.689508964565735
Bacteroides_intestinalis	strep_exposure	Y	0.932506953861774	0.724320133025854	12	8	0.226944203179639	0.689508964565735
Odoribacter_splanchnicus	strep_exposure	Y	0.374975438865187	0.269798092304472	12	11	0.194739964064555	0.689508964565735
Bacteroides_finegoldii	strep_exposure	Y	1.24155368911725	0.890103749151099	12	11	0.193270366510478	0.689508964565735
Blautia_sp_MSK_21_1	strep_exposure	Y	0.752512001082871	0.604768173398268	12	3	0.241764127191622	0.689508964565735
Ruminococcus_lactaris	strep_exposure	Y	0.618172489233154	0.491805887183382	12	11	0.237338827448234	0.689508964565735
Weissella_confusa	strep_exposure	Y	0.268190170764207	0.21583444098785	12	12	0.242372848150379	0.689508964565735
Parolsenella_catena	strep_exposure	Y	1.34969108583719	1.05729303846461	12	5	0.230607614156594	0.689508964565735
GGB9644_SGB15121	strep_exposure	Y	1.31609227529361	1.0476014425372	12	5	0.237565729504813	0.689508964565735
Alistipes_shahii	strep_exposure	Y	0.64923375868109	0.479513642356311	12	11	0.205560507192049	0.689508964565735
Lactobacillus_gasseri	strep_exposure	Y	-1.81539634379911	1.35685826224705	12	3	0.210544380756156	0.689508964565735
Clostridium_symbiosum	strep_exposure	Y	0.502575295220733	0.343829137718981	12	2	0.174524178999338	0.689508964565735
Roseburia_hominis	strep_exposure	Y	1.46956632119292	1.21263786427952	12	7	0.253416684356242	0.696895881979667
Alistipes_timonensis	strep_exposure	Y	0.924786342888203	0.760791729236849	12	7	0.25207095544834	0.696895881979667
Faecalibacterium_prausnitzii	strep_exposure	Y	0.0440384292934647	0.0379313156480125	12	12	0.272604358852174	0.701484857757386
Ruminococcus_sp_JE7A12	strep_exposure	Y	-0.0757252037140689	0.0657664057925543	12	12	0.276342519722606	0.701484857757386
Alistipes_indistinctus	strep_exposure	Y	0.359980485746708	0.312117055881971	12	12	0.275588332816322	0.701484857757386
Fusobacterium_nucleatum	strep_exposure	Y	-1.64852079154681	1.39441439866683	12	6	0.264462039566311	0.701484857757386
Collinsella_bouchesdurhonensis	strep_exposure	Y	1.1263986513351	0.970442021131851	12	7	0.272719958457387	0.701484857757386
Ruminococcus_bromii	strep_exposure	Y	-0.093999537748002	0.0830437720246146	12	12	0.284077611773511	0.710194029433776
Ruminococcaceae_unclassified_SGB4425	strep_exposure	Y	1.19350722965779	1.08416440748283	12	11	0.296752201348059	0.72170276801894
Culturomica_massiliensis	strep_exposure	Y	0.786860306475863	0.715832316366714	12	8	0.297429019547199	0.72170276801894
Parabacteroides_merdae	strep_exposure	Y	0.433127044375403	0.405997393302051	12	11	0.311130256394165	0.744007134855612
Coprococcus_catus	strep_exposure	Y	0.878135915052556	0.833384882860846	12	12	0.316814991311436	0.746778193805527
Dialister_invisus	strep_exposure	Y	0.300345330876704	0.299879797851706	12	11	0.340178460077813	0.763022034708036
Bacteroides_caccae	strep_exposure	Y	0.410651569593535	0.411821476745828	12	11	0.342203821626634	0.763022034708036
Clostridium_fessum	strep_exposure	Y	-0.692846689928432	0.687204483131836	12	4	0.337125936341437	0.763022034708036
Sutterella_wadsworthensis	strep_exposure	Y	0.56252351819941	0.55478057881642	12	9	0.334507751434671	0.763022034708036
Lacrimispora_celerecrescens	strep_exposure	Y	0.290225439074825	0.305744760612685	12	11	0.364874154429233	0.799222867231565
Barnesiella_intestinihominis	strep_exposure	Y	0.0621509668262982	0.0659395494167109	12	12	0.368126896421812	0.799222867231565
Anaerobutyricum_hallii	strep_exposure	Y	0.0522916861745973	0.0584800601242506	12	12	0.392238336813401	0.817027117719082
Blautia_massiliensis	strep_exposure	Y	-0.0954801169659587	0.120601766079605	12	12	0.44690953679198	0.817027117719082
Lachnospiraceae_bacterium	strep_exposure	Y	0.545778589009529	0.718722068270379	12	12	0.465153053384414	0.817027117719082
Ruminococcus_torques	strep_exposure	Y	0.611794385867857	0.727357137488483	12	12	0.41993910487216	0.817027117719082
Clostridium_sp_AF15_49	strep_exposure	Y	0.217443920777249	0.300363884360967	12	12	0.485696350456784	0.817027117719082
Faecalibacterium_SGB15346	strep_exposure	Y	0.815308739003452	0.899571207654016	12	10	0.386078671509238	0.817027117719082
Gemmiger_formicilis	strep_exposure	Y	0.285342271604174	0.33877196026349	12	12	0.419317149279826	0.817027117719082
Bacteroides_eggerthii	strep_exposure	Y	0.307434328658338	0.412325032563742	12	11	0.473063814613381	0.817027117719082
Bacteroides_cellulosilyticus	strep_exposure	Y	0.378768360224269	0.523085956910035	12	12	0.485597342991444	0.817027117719082
Gemmiger_SGB15299	strep_exposure	Y	0.315622873746697	0.462004241831557	12	11	0.510022988636761	0.817027117719082
Lachnospiraceae_bacterium_WCA3_601_WT_6H	strep_exposure	Y	0.593789989085314	0.823614798709415	12	4	0.487448819845594	0.817027117719082
Eubacterium_sp_AM28_29	strep_exposure	Y	0.39469983308035	0.488910716923205	12	7	0.438271405069471	0.817027117719082
