feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch..I.g__Streptococcus.s__Streptococcus_salivarius	treatment	S	4.78328900157621	0.281665934975604	12	7	1.46720312594533e-07	9.62635943916053e-05
NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch..I.g__Streptococcus.s__Streptococcus_salivarius	treatment	FS	5.00014951355587	0.281665934975604	12	7	1.03759066842731e-07	9.62635943916053e-05
PWY.5695..inosine.5..phosphate.degradation.g__Streptococcus.s__Streptococcus_salivarius	treatment	FS	1.53256224076807	0.0778524177330284	12	6	4.61420306033735e-08	9.62635943916053e-05
PWY.6151..S.adenosyl.L.methionine.salvage.I.g__Streptococcus.s__Streptococcus_salivarius	treatment	S	5.42099351423234	0.319329968324474	12	7	1.47124552027518e-07	9.62635943916053e-05
PWY.6151..S.adenosyl.L.methionine.salvage.I.g__Streptococcus.s__Streptococcus_salivarius	treatment	FS	5.46292989844114	0.319329968324474	12	7	1.38534363055258e-07	9.62635943916053e-05
PWY.7238..sucrose.biosynthesis.II.g__Streptococcus.s__Streptococcus_salivarius	treatment	S	6.10043420566532	0.308783621698842	12	7	4.48579523469205e-08	9.62635943916053e-05
PWY.7238..sucrose.biosynthesis.II.g__Streptococcus.s__Streptococcus_salivarius	treatment	FS	5.92833101985777	0.308783621698842	12	7	5.61586458521024e-08	9.62635943916053e-05
PWY.8178..pentose.phosphate.pathway..non.oxidative.branch..II.g__Streptococcus.s__Streptococcus_salivarius	treatment	FS	4.93276405817392	0.283575413182762	12	7	1.216285459467e-07	9.62635943916053e-05
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Streptococcus.s__Streptococcus_equinus	treatment	S	5.22239756578763	0.294394512747402	12	7	1.04337055559744e-07	9.62635943916053e-05
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Streptococcus.s__Streptococcus_equinus	treatment	FS	5.35346140473039	0.294394512747402	12	7	8.59403596322458e-08	9.62635943916053e-05
PWY.8178..pentose.phosphate.pathway..non.oxidative.branch..II.g__Streptococcus.s__Streptococcus_salivarius	treatment	S	4.70852460058619	0.283575413182762	12	7	1.74886177559636e-07	0.000104025478161155
PWY.4041...gamma..glutamyl.cycle.g__Streptococcus.s__Streptococcus_salivarius	treatment	FS	5.21649266108124	0.328166831327815	12	7	2.4558453163318e-07	0.000133904965872991
