feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
PWY.5695..inosine.5..phosphate.degradation.g__Streptococcus.s__Streptococcus_salivarius	treatment	S	6.75296749748961	0.346740195864921	12	7	5.01944479383566e-08	5.0351305588164e-05
PWY.6123..inosine.5..phosphate.biosynthesis.I.g__Streptococcus.s__Streptococcus_vestibularis	treatment	S	6.06636408397528	0.283702539739335	12	7	2.40753755058467e-08	5.0351305588164e-05
PWY.6123..inosine.5..phosphate.biosynthesis.I.g__Streptococcus.s__Streptococcus_vestibularis	treatment	FS	5.67277877457135	0.283702539739335	12	7	4.08110284772982e-08	5.0351305588164e-05
PWY.6124..inosine.5..phosphate.biosynthesis.II.g__Streptococcus.s__Streptococcus_equinus	treatment	S	5.63769161718985	0.283598621029769	12	7	4.2726826938842e-08	5.0351305588164e-05
PWY.7238..sucrose.biosynthesis.II.g__Streptococcus.s__Streptococcus_salivarius	treatment	S	5.57416202532368	0.272367567054118	12	7	3.39968542408598e-08	5.0351305588164e-05
PWY.7238..sucrose.biosynthesis.II.g__Streptococcus.s__Streptococcus_salivarius	treatment	FS	5.40527051380745	0.272367567054118	12	7	4.32988814500839e-08	5.0351305588164e-05
PWY66.429..fatty.acid.biosynthesis.initiation..mitochondria..g__Streptococcus.s__Streptococcus_equinus	treatment	S	6.89966036969905	0.327483055612128	12	7	2.70505714400204e-08	5.0351305588164e-05
PWY66.429..fatty.acid.biosynthesis.initiation..mitochondria..g__Streptococcus.s__Streptococcus_equinus	treatment	FS	6.43670360220224	0.327483055612129	12	7	4.67056553953108e-08	5.0351305588164e-05
PWY.5695..inosine.5..phosphate.degradation.g__Streptococcus.s__Streptococcus_salivarius	treatment	FS	6.56112542155021	0.346740195864921	12	7	6.29318606912112e-08	5.61142424496633e-05
PWY.6124..inosine.5..phosphate.biosynthesis.II.g__Streptococcus.s__Streptococcus_equinus	treatment	FS	5.16933581896954	0.283598621029769	12	7	8.43657047939961e-08	5.64195650809849e-05
PWY0.1296..purine.ribonucleosides.degradation.g__Streptococcus.s__Streptococcus_salivarius	treatment	S	7.04435069166853	0.380966493816936	12	7	7.54079036881407e-08	5.64195650809849e-05
PWY0.1296..purine.ribonucleosides.degradation.g__Streptococcus.s__Streptococcus_salivarius	treatment	FS	6.99299216544849	0.380966493816936	12	7	7.98570355503639e-08	5.64195650809849e-05
PWY.621..sucrose.degradation.III..sucrose.invertase..g__Streptococcus.s__Streptococcus_equinus	treatment	S	5.81639014292343	0.342688837347517	12	7	1.4735117156987e-07	7.82333467002473e-05
